date,country,state,county,fips,lat,long,locationId,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.hospitalBeds.typicalUsageRate,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.icuBeds.typicalUsageRate,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.testPositivityRatio,metrics.testPositivityRatioDetails,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,metrics.icuHeadroomRatio,metrics.icuHeadroomDetails,metrics.icuCapacityRatio,riskLevels.overall,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered
2020-10-02,US,LA,,22,,,iso1:us#iso2:us-la,168826,5545,266830,2397073,700,,9361,475,,2028,1277,174,,817,,,,0.044,,11.3,0.27,1.03,0.1,0.19,,0.63,2,,,26,
2020-10-03,US,LA,,22,,,iso1:us#iso2:us-la,168826,5545,267526,2410239,700,,8843,472,,2015,1285,171,,0,,,,0.044,,11.3,0.27,1.04,0.1,0.19,,0.64,2,,,0,
2020-10-04,US,LA,,22,,,iso1:us#iso2:us-la,169719,5577,267953,2416598,700,,8660,523,,2023,1243,170,,893,,,,0.044,,11.2,0.27,1.04,0.1,0.18,,0.61,2,,,32,
2020-10-05,US,LA,,22,,,iso1:us#iso2:us-la,169937,5586,268633,2433722,700,,8904,549,,2029,1254,177,,218,,,,0.043,,11.1,0.27,1.04,0.1,0.19,,0.62,2,,,9,
2020-10-06,US,LA,,22,,,iso1:us#iso2:us-la,170469,5592,269517,2454978,700,,9437,536,,2029,1286,163,,532,,,,0.042,,11.1,0.27,1.04,0.1,0.18,,0.63,2,,,6,
2020-10-07,US,LA,,22,,,iso1:us#iso2:us-la,172625,5604,270509,2478395,700,,9549,547,,2034,1291,167,,2156,,,,0.043,,15.9,0.19,1.04,0.1,0.18,,0.63,2,,,12,
2020-10-08,US,LA,,22,,,iso1:us#iso2:us-la,173149,5609,271432,2499361,700,,9472,545,,1947,1276,170,,524,,,,0.043,,15.8,0.19,1.04,0.1,0.2,,0.66,2,,,5,
2020-10-09,US,LA,,22,,,iso1:us#iso2:us-la,173406,5635,272152,2516193,700,,9112,534,,1937,1239,173,,257,,,,0.043,,14.1,0.21,1.04,0.1,0.2,,0.64,2,,,26,
2020-10-10,US,LA,,22,,,iso1:us#iso2:us-la,173406,5635,272671,2526036,700,,8799,530,,1903,1206,177,,0,,,,0.043,,14.1,0.21,1.04,0.1,0.2,,0.63,2,,,0,
2020-10-11,US,LA,,22,,,iso1:us#iso2:us-la,174587,5655,273137,2532551,700,,8740,557,,1904,1194,184,,1181,,,,0.043,,15.0,0.2,1.04,0.1,0.21,,0.63,2,,,20,
2020-10-12,US,LA,,22,,,iso1:us#iso2:us-la,174647,5669,273948,2548069,700,,9041,547,,1939,1239,181,,60,,,,0.044,,14.5,0.21,1.03,0.1,0.21,,0.64,2,,,14,
2020-10-13,US,LA,,22,,,iso1:us#iso2:us-la,175329,5679,274924,2568852,700,,9502,528,,1933,1286,180,,682,,,,0.045,,14.9,0.2,1.03,0.1,0.22,,0.67,2,,,10,
2020-10-14,US,LA,,22,,,iso1:us#iso2:us-la,176209,5695,275989,2590374,700,,9538,515,,1959,1287,173,,880,,,,0.047,,11.0,0.27,1.03,0.1,0.2,,0.66,2,,,16,
2020-10-15,US,LA,,22,,,iso1:us#iso2:us-la,176952,5707,276971,2610531,700,,9677,501,,1969,1297,160,,743,,,,0.047,,11.7,0.26,1.02,0.1,0.19,,0.66,2,,,12,
2020-10-16,US,LA,,22,,,iso1:us#iso2:us-la,177726,5727,277839,2628841,700,,9585,505,,1945,1272,156,,774,,,,0.048,,13.3,0.23,1.02,0.1,0.19,,0.65,2,,,20,
2020-10-17,US,LA,,22,,,iso1:us#iso2:us-la,177726,5727,278547,2639806,700,,9156,508,,1933,1226,160,,0,,,,0.049,,13.3,0.23,1.02,0.1,0.18,,0.63,2,,,0,
2020-10-18,US,LA,,22,,,iso1:us#iso2:us-la,178869,5750,279037,2647494,700,,8875,506,,1934,1210,170,,1143,,,,0.049,,13.2,0.23,1.02,0.1,0.19,,0.63,2,,,23,
2020-10-19,US,LA,,22,,,iso1:us#iso2:us-la,179070,5766,279862,2664056,700,,9007,500,,1935,1184,162,,201,,,,0.049,,13.6,0.22,1.01,0.1,0.18,,0.61,2,,,16,
2020-10-20,US,LA,,22,,,iso1:us#iso2:us-la,179769,5772,280777,2684516,700,,9461,566,,1958,1299,176,,699,,,,0.048,,13.6,0.22,1.01,0.1,0.21,,0.66,2,,,6,
2020-10-21,US,LA,,22,,,iso1:us#iso2:us-la,181132,5790,281720,2705416,700,,9602,576,,1971,1278,178,,1363,,,,0.047,,15.1,0.2,1.01,0.1,0.2,,0.65,2,,,18,
2020-10-22,US,LA,,22,,,iso1:us#iso2:us-la,181904,5799,282590,2726118,700,,9558,579,,1952,1209,172,,772,,,,0.046,,15.2,0.2,1.01,0.1,0.19,,0.62,2,,,9,
2020-10-23,US,LA,,22,,,iso1:us#iso2:us-la,182603,5820,283506,2743212,700,,9406,550,,1964,1254,176,,699,,,,0.047,,15.0,0.2,1.01,0.1,0.2,,0.64,2,,,21,
2020-10-24,US,LA,,22,,,iso1:us#iso2:us-la,182603,5820,284110,2754383,700,,9035,551,,1946,1222,178,,0,,,,0.046,,15.0,0.2,1.01,0.1,0.2,,0.63,2,,,0,
2020-10-25,US,LA,,22,,,iso1:us#iso2:us-la,183575,5837,284486,2759349,700,,8709,562,,1947,1173,174,,972,,,,0.046,,14.5,0.21,1.01,0.1,0.18,,0.6,2,,,17,
2020-10-26,US,LA,,22,,,iso1:us#iso2:us-la,183802,5854,285184,2773373,700,,9017,579,,1965,1207,192,,227,,,,0.046,,14.5,0.21,1.01,0.1,0.2,,0.61,2,,,17,
2020-10-27,US,LA,,22,,,iso1:us#iso2:us-la,184724,5872,286098,2794131,700,,9295,581,,1966,1252,200,,922,,,,0.046,,15.2,0.2,1.02,0.1,0.22,,0.64,2,,,18,
2020-10-28,US,LA,,22,,,iso1:us#iso2:us-la,185822,5890,287033,2812520,700,,9492,631,,1964,1295,196,,1098,,,,0.047,,14.4,0.21,1.03,0.1,0.23,,0.66,2,,,18,
2020-10-29,US,LA,,22,,,iso1:us#iso2:us-la,186216,5908,287809,2827909,700,,9413,601,,1867,1276,202,,394,,,,0.049,,13.3,0.23,1.04,0.1,0.25,,0.68,2,,,18,
2020-10-30,US,LA,,22,,,iso1:us#iso2:us-la,186649,5919,288700,2849533,700,,9413,544,,1862,1272,196,,433,,,,0.047,,12.4,0.24,1.06,0.1,0.25,,0.68,2,,,11,
2020-10-31,US,LA,,22,,,iso1:us#iso2:us-la,186649,5919,289424,2861135,700,,9307,539,,1863,1273,197,,0,,,,0.047,,12.4,0.24,1.07,0.1,0.25,,0.68,2,,,0,
2020-11-01,US,LA,,22,,,iso1:us#iso2:us-la,187720,5926,289861,2866050,700,,8729,584,,1867,1232,206,,1071,,,,0.048,,12.7,0.24,1.09,0.1,0.24,,0.66,2,,,7,
2020-11-02,US,LA,,22,,,iso1:us#iso2:us-la,187995,5934,290712,2881797,700,,8985,621,,1871,1217,206,,275,,,,0.049,,12.9,0.23,1.11,0.1,0.24,,0.65,2,,,8,
2020-11-03,US,LA,,22,,,iso1:us#iso2:us-la,189148,5951,291868,2904942,700,,9327,623,,1889,1276,199,,1153,,,,0.049,,13.6,0.22,1.14,0.1,0.25,,0.68,2,,,17,
2020-11-04,US,LA,,22,,,iso1:us#iso2:us-la,190164,5975,293130,2930866,700,,9396,637,,1897,1295,195,,1016,,,,0.049,,13.3,0.23,1.16,0.1,0.24,,0.68,2,,,24,
2020-11-05,US,LA,,22,,,iso1:us#iso2:us-la,190845,5995,294577,2956382,700,,9424,633,,1881,1269,193,,681,,,,0.05,,14.2,0.21,1.19,0.1,0.24,,0.67,2,,,20,
2020-11-06,US,LA,,22,,,iso1:us#iso2:us-la,191715,6016,295992,2981320,700,,9455,603,,1892,1275,189,,870,,,,0.052,,15.6,0.19,1.21,0.1,0.23,,0.67,2,,,21,
2020-11-07,US,LA,,22,,,iso1:us#iso2:us-la,191715,6016,296853,2995817,700,,9099,590,,1885,1263,185,,0,,,,0.052,,15.6,0.19,1.24,0.1,0.23,,0.67,2,,,0,
2020-11-08,US,LA,,22,,,iso1:us#iso2:us-la,192981,6036,297357,3000128,700,,8935,635,,1867,1216,188,,1266,,,,0.053,,16.2,0.19,1.26,0.1,0.22,,0.65,2,,,20,
2020-11-09,US,LA,,22,,,iso1:us#iso2:us-la,193372,6048,298440,3011437,700,,9138,665,,1894,1245,198,,391,,,,0.056,,16.5,0.18,1.28,0.1,0.23,,0.66,2,,,12,
2020-11-10,US,LA,,22,,,iso1:us#iso2:us-la,194702,6058,299756,3028600,700,,9596,677,,1876,1277,204,,1330,,,,0.06,,17.1,0.18,1.29,0.1,0.25,,0.68,2,,,10,
2020-11-11,US,LA,,22,,,iso1:us#iso2:us-la,194702,6058,301331,3049036,700,,9820,667,,1890,1310,141,,0,,,,0.065,,13.9,0.22,1.3,0.1,0.2,,0.69,2,,,0,
2020-11-12,US,LA,,22,,,iso1:us#iso2:us-la,198531,6097,303425,3073195,700,,9778,692,,1913,1358,144,,,,,,0.07,,,,1.31,0.1,0.21,,0.71,2,,,39,
2020-11-13,US,LA,,22,,,iso1:us#iso2:us-la,201981,6121,305240,3096538,700,,9676,716,,1922,1336,148,,3450,,,,0.074,,23.1,0.13,1.31,0.1,0.2,,0.7,2,,,24,
2020-11-14,US,LA,,22,,,iso1:us#iso2:us-la,201981,6121,306594,3110941,700,,9313,708,,1890,1293,154,,0,,,,0.078,,23.1,0.13,1.3,0.1,0.21,,0.68,2,,,0,
2020-11-15,US,LA,,22,,,iso1:us#iso2:us-la,204513,6132,307329,3116061,700,,9104,771,,1885,1267,224,,2532,,,,0.079,,27.6,0.11,1.29,0.1,0.27,,0.67,3,,,11,
2020-11-16,US,LA,,22,,,iso1:us#iso2:us-la,205059,6139,308913,3131205,700,,9159,843,,1876,1282,244,,546,,,,0.08,,28.2,0.11,1.28,0.1,0.29,,0.68,3,,,7,
2020-11-17,US,LA,,22,,,iso1:us#iso2:us-la,207685,6156,310422,3148852,700,,9473,856,,1875,1322,249,,2626,,,,0.081,,32.8,0.09,1.26,0.1,0.31,,0.71,3,,,17,
2020-11-18,US,LA,,22,,,iso1:us#iso2:us-la,209914,6184,312319,3172618,700,,9736,877,,1899,1340,260,,2229,,,,0.082,,40.8,0.07,1.24,0.1,0.32,,0.71,3,,,28,
2020-11-19,US,LA,,22,,,iso1:us#iso2:us-la,211966,6199,314511,3198816,700,,9726,909,,1916,1371,274,,2052,,,,0.081,,41.3,0.07,1.22,0.1,0.33,,0.72,3,,,15,
2020-11-20,US,LA,,22,,,iso1:us#iso2:us-la,216709,6233,316272,3220041,700,,9642,889,,1889,1334,263,,4743,,,,0.082,,45.3,0.07,1.2,0.1,0.32,,0.71,3,,,34,
2020-11-21,US,LA,,22,,,iso1:us#iso2:us-la,216709,6233,317153,3233352,700,,9259,913,,1903,1326,272,,0,,,,0.079,,45.3,0.07,1.18,0.1,0.32,,0.7,3,,,0,
2020-11-22,US,LA,,22,,,iso1:us#iso2:us-la,220192,6260,317685,3238760,700,,9139,944,,1896,1318,285,,3483,,,,0.078,,48.2,0.06,1.16,0.1,0.33,,0.7,3,,,27,
2020-11-23,US,LA,,22,,,iso1:us#iso2:us-la,221160,6284,319311,3260326,700,,9194,989,,1899,1318,285,,968,,,,0.075,,49.5,0.06,1.14,0.1,0.33,,0.69,3,,,24,
2020-11-24,US,LA,,22,,,iso1:us#iso2:us-la,224403,6323,321385,3286897,700,,9267,1018,,1904,1348,305,,3243,,,,0.074,,51.4,0.06,1.12,0.1,0.35,,0.71,3,,,39,
2020-11-25,US,LA,,22,,,iso1:us#iso2:us-la,225638,6350,324159,3331864,700,,9385,1042,,1891,1313,294,,1235,,,,0.069,,48.3,0.06,1.11,0.1,0.34,,0.69,3,,,27,
2020-11-26,US,LA,,22,,,iso1:us#iso2:us-la,225638,6350,325313,3341874,700,,8785,1021,,1874,1293,300,,0,,,,0.07,,42.0,0.07,1.1,0.1,0.34,,0.69,3,,,0,
2020-11-27,US,LA,,22,,,iso1:us#iso2:us-la,230602,6391,327217,3364920,700,,8699,1042,,1876,1284,308,,4964,,,,0.07,,42.7,0.07,1.09,0.1,0.34,,0.68,3,,,41,
2020-11-28,US,LA,,22,,,iso1:us#iso2:us-la,230602,6391,328983,3385748,700,,8673,1107,,1873,1265,312,,0,,,,0.072,,42.7,0.07,1.08,0.1,0.34,,0.68,3,,,0,
2020-11-29,US,LA,,22,,,iso1:us#iso2:us-la,232245,6407,330172,3391725,700,,8778,1137,,1882,1310,326,,1643,,,,0.075,,37.0,0.08,1.08,0.1,0.36,,0.7,3,,,16,
2020-11-30,US,LA,,22,,,iso1:us#iso2:us-la,232414,6420,332861,3418622,700,,8913,1213,,1865,1316,341,,169,,,,0.079,,34.6,0.09,1.07,0.1,0.38,,0.71,3,,,13,
2020-12-01,US,LA,,22,,,iso1:us#iso2:us-la,237740,6455,335962,3448787,700,,9570,1237,,1865,1351,345,,5326,,,,0.083,,41.0,0.07,1.07,0.1,0.4,,0.72,3,,,35,
2020-12-02,US,LA,,22,,,iso1:us#iso2:us-la,241335,6501,338757,3478273,700,,9708,1231,,1885,1345,355,,3595,,,,0.091,,48.2,0.06,1.06,0.1,0.4,,0.71,3,,,46,
2020-12-03,US,LA,,22,,,iso1:us#iso2:us-la,244078,6524,341707,3511357,700,,9755,1263,,1900,1376,376,,2743,,,,0.088,,56.7,0.05,1.06,0.1,0.42,,0.72,3,,,23,
2020-12-04,US,LA,,22,,,iso1:us#iso2:us-la,247177,6548,344284,3539795,800,,9735,1272,,1917,1410,400,,3099,,,,0.089,,50.9,0.07,1.06,0.1,0.44,,0.74,3,,,24,
2020-12-05,US,LA,,22,,,iso1:us#iso2:us-la,247177,6548,346111,3560467,800,,9451,1302,,1889,1406,403,,0,,,,0.089,,50.9,0.07,1.05,0.1,0.45,,0.74,3,,,0,
2020-12-06,US,LA,,22,,,iso1:us#iso2:us-la,251123,6584,347392,3567353,800,,9181,1335,,1900,1381,416,,3946,,,,0.089,,58.0,0.06,1.05,0.1,0.44,,0.73,3,,,36,
2020-12-07,US,LA,,22,,,iso1:us#iso2:us-la,252136,6607,349932,3590615,800,,9376,1440,,1890,1388,454,,1013,,,,0.09,,60.6,0.06,1.04,0.1,0.47,,0.73,3,,,23,
2020-12-08,US,LA,,22,,,iso1:us#iso2:us-la,254562,6652,352796,3622144,800,,9820,1444,,1908,1444,448,,2426,,,,0.089,,51.7,0.07,1.04,0.1,0.49,,0.76,3,,,45,
2020-12-09,US,LA,,22,,,iso1:us#iso2:us-la,258914,6684,355597,3653586,800,,10076,1467,,1881,1457,452,,4352,,,,0.088,,54.0,0.06,1.03,0.1,0.52,,0.77,3,,,32,
2020-12-10,US,LA,,22,,,iso1:us#iso2:us-la,261329,6724,358458,3684074,800,,10095,1461,,1901,1451,438,,2415,,,,0.088,,53.0,0.06,1.03,0.1,0.49,,0.76,3,,,40,
2020-12-11,US,LA,,22,,,iso1:us#iso2:us-la,264191,6767,361093,3709953,800,,9962,1449,,1904,1458,429,,2862,,,,0.09,,52.3,0.07,1.02,0.1,0.49,,0.77,3,,,43,
2020-12-12,US,LA,,22,,,iso1:us#iso2:us-la,264191,6767,363401,3728956,800,,9626,1414,,1847,1369,418,,0,,,,0.093,,52.3,0.07,1.01,0.1,0.47,,0.74,3,,,0,
2020-12-13,US,LA,,22,,,iso1:us#iso2:us-la,268613,6818,364772,3736353,800,,9356,1410,,1850,1373,441,,4422,,,,0.093,,53.7,0.06,1.01,0.1,0.48,,0.74,3,,,51,
2020-12-14,US,LA,,22,,,iso1:us#iso2:us-la,269643,6845,366881,3752821,800,,9464,1457,,1863,1392,446,,1030,,,,0.095,,53.8,0.06,1.0,0.1,0.49,,0.75,3,,,27,
2020-12-15,US,LA,,22,,,iso1:us#iso2:us-la,272276,6895,368212,3770400,800,,9842,1416,,1872,1407,453,,2633,,,,0.094,,54.4,0.06,1.0,0.1,0.49,,0.75,3,,,50,
2020-12-16,US,LA,,22,,,iso1:us#iso2:us-la,275545,6933,370318,3794591,800,,10114,1445,,1914,1462,463,,3269,,,,0.095,,51.1,0.07,0.99,0.1,0.51,,0.76,3,,,38,
2020-12-17,US,LA,,22,,,iso1:us#iso2:us-la,279321,6964,373139,3823133,800,,9970,1387,,1899,1456,466,,3776,,,,0.095,,55.3,0.06,0.99,0.1,0.51,,0.77,3,,,31,
2020-12-18,US,LA,,22,,,iso1:us#iso2:us-la,282434,6994,375788,3848390,800,,9838,1396,,1904,1416,452,,3113,,,,0.096,,56.1,0.06,0.99,0.1,0.48,,0.74,3,,,30,
2020-12-19,US,LA,,22,,,iso1:us#iso2:us-la,282434,6994,377748,3867467,800,,9561,1428,,1888,1399,456,,0,,,,0.094,,56.1,0.06,0.99,0.1,0.48,,0.74,3,,,0,
2020-12-20,US,LA,,22,,,iso1:us#iso2:us-la,286145,7042,379210,3874993,800,,9299,1468,,1861,1385,460,,3711,,,,0.094,,53.9,0.06,1.0,0.1,0.49,,0.74,3,,,48,
2020-12-21,US,LA,,22,,,iso1:us#iso2:us-la,287261,7107,382029,3896707,800,,9483,1532,,1888,1421,452,,1116,,,,0.095,,54.1,0.06,1.0,0.1,0.49,,0.75,3,,,65,
2020-12-22,US,LA,,22,,,iso1:us#iso2:us-la,290960,7158,385273,3925574,800,,9763,1562,,1879,1431,501,,3699,,,,0.099,,57.4,0.06,1.01,0.1,0.53,,0.76,3,,,51,
2020-12-23,US,LA,,22,,,iso1:us#iso2:us-la,293934,7226,388595,3951947,800,,9736,1503,,1909,1426,479,,2974,,,,0.104,,56.5,0.06,1.02,0.1,0.5,,0.75,3,,,68,
2020-12-24,US,LA,,22,,,iso1:us#iso2:us-la,296499,7272,390836,3975128,800,,9060,1449,,1881,1354,455,,2565,,,,0.104,,52.8,0.07,1.03,0.1,0.46,,0.72,3,,,46,
2020-12-25,US,LA,,22,,,iso1:us#iso2:us-la,296499,7272,391957,3984000,800,,8291,1403,,1889,1333,464,,0,,,,0.107,,43.2,0.08,1.04,0.1,0.45,,0.71,3,,,0,
2020-12-26,US,LA,,22,,,iso1:us#iso2:us-la,296499,7272,393704,3995247,800,,8282,1399,,1873,1316,435,,0,,,,0.111,,43.2,0.08,1.05,0.1,0.44,,0.7,3,,,0,
2020-12-27,US,LA,,22,,,iso1:us#iso2:us-la,299722,7291,395424,4001438,800,,8633,1481,,1849,1344,461,,3223,,,,0.114,,41.7,0.08,1.07,0.1,0.48,,0.73,3,,,19,
2020-12-28,US,LA,,22,,,iso1:us#iso2:us-la,300539,7336,399369,4027261,800,,9084,1563,,1850,1377,476,,817,,,,0.117,,40.8,0.08,1.08,0.1,0.5,,0.74,3,,,45,
2020-12-29,US,LA,,22,,,iso1:us#iso2:us-la,304485,7397,403501,4063442,800,,9685,1599,,1856,1442,493,,3946,,,,0.117,,41.6,0.08,1.09,0.1,0.54,,0.78,3,,,61,
2020-12-30,US,LA,,22,,,iso1:us#iso2:us-la,311229,7448,408541,4104429,800,,9892,1619,,1869,1456,417,,6744,,,,0.116,,53.1,0.06,1.09,0.1,0.5,,0.78,3,,,51,
2020-12-31,US,LA,,22,,,iso1:us#iso2:us-la,315275,7488,412283,4139670,800,,9869,1690,,1883,1468,517,,4046,,,,0.115,,57.7,0.06,1.1,0.1,0.55,,0.78,3,,,40,
2021-01-01,US,LA,,22,,,iso1:us#iso2:us-la,315275,7488,414254,4151594,800,,9361,1665,,1853,1401,507,,0,,,,0.117,,57.7,0.06,1.1,0.1,0.53,,0.76,3,,,0,
2021-01-02,US,LA,,22,,,iso1:us#iso2:us-la,315275,7488,416999,4173057,800,,9164,1661,,1851,1408,521,,0,,,,0.116,,57.7,0.06,1.1,0.1,0.54,,0.76,3,,,0,
2021-01-03,US,LA,,22,,,iso1:us#iso2:us-la,321058,7537,419169,4180622,800,,9235,1767,,1859,1428,452,,5783,,,,0.117,,65.6,0.05,1.1,0.1,0.51,,0.77,3,,,49,
2021-01-04,US,LA,,22,,,iso1:us#iso2:us-la,322181,7585,423506,4208286,800,,9380,1810,,1858,1453,484,,1123,,,,0.118,,66.5,0.05,1.09,0.1,0.54,,0.78,3,,,48,
2021-01-05,US,LA,,22,,,iso1:us#iso2:us-la,326648,7635,428283,4247665,800,,9791,1820,,1852,1487,487,,4467,,,,0.119,,68.1,0.05,1.08,0.1,0.57,,0.8,3,,,50,
2021-01-06,US,LA,,22,,,iso1:us#iso2:us-la,333524,7681,432584,4280475,800,,10049,1855,,1886,1493,519,,6876,,,,0.12,,68.5,0.05,1.06,0.1,0.57,,0.79,3,,,46,
2021-01-07,US,LA,,22,,,iso1:us#iso2:us-la,338054,7728,436251,4312267,800,,10165,1895,,1874,1494,501,,4530,,,,0.122,,70.0,0.05,1.05,0.1,0.57,,0.8,3,,,47,
2021-01-08,US,LA,,22,,,iso1:us#iso2:us-la,341431,7833,439734,4342948,800,,10175,1860,,1884,1530,508,,3377,,,,0.118,,80.4,0.04,1.03,0.1,0.59,,0.81,5,,,,
2021-01-09,US,LA,,22,,,iso1:us#iso2:us-la,341431,7833,441858,4361990,800,,9837,1762,,1888,1517,496,,0,,,,0.116,,80.4,0.04,1.01,0.1,0.57,,0.8,5,,,0,
2021-01-10,US,LA,,22,,,iso1:us#iso2:us-la,346829,7873,443472,4371709,800,,9532,1787,,1873,1472,497,,5398,,,,0.113,,79.2,0.04,1.0,0.1,0.55,,0.79,5,,,40,
2021-01-11,US,LA,,22,,,iso1:us#iso2:us-la,348234,7918,446298,4394053,800,,9644,1823,,1888,1479,508,,1405,,,,0.109,,80.1,0.04,0.98,0.1,0.55,,0.78,5,,,45,
2021-01-12,US,LA,,22,,,iso1:us#iso2:us-la,352939,7971,449272,4426808,800,,9967,1762,,1886,1490,518,,4705,,,,0.105,,80.8,0.04,0.96,0.1,0.57,,0.79,5,,,53,
2021-01-13,US,LA,,22,,,iso1:us#iso2:us-la,355835,8022,452519,4458806,800,,10180,1795,,1904,1492,513,,2896,,,,0.101,,68.6,0.05,0.94,0.1,0.55,,0.78,3,,,51,
2021-01-14,US,LA,,22,,,iso1:us#iso2:us-la,361148,8080,455347,4487377,800,,10195,1801,,1892,1518,501,,5313,370175,149064,26440,0.098,,71.0,0.05,0.93,0.1,0.57,,0.8,3,0.032,0.006,58,175811
2021-01-15,US,LA,,22,,,iso1:us#iso2:us-la,364853,8080,457896,4515078,800,,10176,1833,,1903,1501,498,,3705,370175,167193,30416,0.095,,72.0,0.05,0.92,0.1,0.55,,0.79,3,0.036,0.007,0,197967
2021-01-16,US,LA,,22,,,iso1:us#iso2:us-la,364853,8080,459503,4532065,800,,9932,1739,,1899,1496,491,,0,,,,0.094,,72.0,0.05,0.91,0.1,0.55,,0.79,3,,,0,
2021-01-17,US,LA,,22,,,iso1:us#iso2:us-la,368980,8203,460794,4539732,800,,9778,1690,,1892,1481,493,,4127,,,,0.093,,68.1,0.05,0.9,0.1,0.55,,0.78,3,,,123,
2021-01-18,US,LA,,22,,,iso1:us#iso2:us-la,369951,8253,462424,4552224,800,,9840,1707,,1909,1474,493,,971,,,,0.093,,66.7,0.05,0.89,0.1,0.53,,0.77,3,,,50,
2021-01-19,US,LA,,22,,,iso1:us#iso2:us-la,372089,8324,463553,4564905,800,,10023,1653,,1905,1453,475,,2138,370175,221109,33967,0.094,,58.8,0.06,0.89,0.1,0.51,,0.76,3,0.048,0.007,71,255591
2021-01-20,US,LA,,22,,,iso1:us#iso2:us-la,374582,8383,464546,4575978,800,,10407,1631,,1920,1478,452,,2493,485625,228831,35049,0.093,,57.6,0.06,0.88,0.1,0.51,,0.77,3,0.049,0.008,59,264400
2021-01-21,US,LA,,22,,,iso1:us#iso2:us-la,378318,8442,465548,4585989,800,,10280,1595,,1923,1500,424,,3736,492800,240762,38095,0.094,,52.8,0.07,0.88,0.1,0.5,,0.78,3,0.052,0.008,59,279398
2021-01-22,US,LA,,22,,,iso1:us#iso2:us-la,380255,8483,466722,4599990,800,,10175,1524,,1899,1464,433,,1937,506200,256670,40385,0.094,,47.3,0.07,0.88,0.1,0.5,,0.77,3,0.055,0.009,41,297655
2021-01-23,US,LA,,22,,,iso1:us#iso2:us-la,380255,8483,467511,4609387,800,,9790,1481,,1895,1450,415,,0,543700,272630,41788,0.094,,47.3,0.07,0.88,0.1,0.48,,0.77,3,0.059,0.009,0,315023
2021-01-24,US,LA,,22,,,iso1:us#iso2:us-la,383862,8565,468324,4614219,800,,9583,1494,,1890,1438,404,,3607,543700,290955,42520,0.092,,45.7,0.08,0.88,0.1,0.47,,0.76,3,0.063,0.009,82,334086
2021-01-25,US,LA,,22,,,iso1:us#iso2:us-la,385942,8590,469729,4627397,800,,9786,1490,,1903,1451,413,,2080,543700,297684,43151,0.089,,49.1,0.07,0.88,0.1,0.48,,0.76,3,0.064,0.009,25,341447
2021-01-26,US,LA,,22,,,iso1:us#iso2:us-la,388562,8621,471104,4645895,800,,10123,1502,,1891,1480,494,,2620,602025,301874,43189,0.085,,50.6,0.07,0.88,0.1,0.55,,0.78,3,0.065,0.009,31,345675
2021-01-27,US,LA,,22,,,iso1:us#iso2:us-la,392416,8688,472394,4662996,800,,10280,1483,,1909,1498,399,,3854,620325,311135,46954,0.083,,54.8,0.06,0.87,0.1,0.49,,0.78,3,0.067,0.01,67,358746
2021-01-28,US,LA,,22,,,iso1:us#iso2:us-la,394909,8743,473476,4677063,800,,10075,1400,,1936,1488,384,,2493,620425,323609,51583,0.08,,51.0,0.07,0.87,0.1,0.46,,0.77,3,0.07,0.011,55,375895
2021-01-29,US,LA,,22,,,iso1:us#iso2:us-la,397276,8801,474483,4691738,800,,9924,1369,,1916,1458,376,,2367,620425,339450,58132,0.078,,52.3,0.07,0.86,0.1,0.45,,0.76,3,0.073,0.013,58,398312
2021-01-30,US,LA,,22,,,iso1:us#iso2:us-la,397276,8801,475102,4699934,800,,9478,1309,,1894,1382,366,,0,648925,355024,65136,0.077,,52.3,0.07,0.85,0.1,0.42,,0.73,3,0.076,0.014,0,420908
2021-01-31,US,LA,,22,,,iso1:us#iso2:us-la,400626,8859,475731,4704879,800,,9286,1271,,1875,1351,386,,3350,648925,369486,73436,0.076,,51.5,0.07,0.84,0.1,0.42,,0.72,3,0.079,0.016,58,443715
2021-02-01,US,LA,,22,,,iso1:us#iso2:us-la,401591,8912,476671,4718207,800,,9601,1307,,1891,1388,381,,965,648925,376491,85872,0.071,,48.1,0.07,0.83,0.1,0.43,,0.73,3,0.081,0.018,53,463179
2021-02-02,US,LA,,22,,,iso1:us#iso2:us-la,404194,8953,477977,4744201,800,,10106,1276,,1895,1393,367,,2603,736850,378574,96606,0.065,,48.0,0.07,0.82,0.1,0.42,,0.74,3,0.081,0.021,41,476014
2021-02-03,US,LA,,22,,,iso1:us#iso2:us-la,406235,9006,479380,4768054,800,,9892,1209,,1875,1347,344,,2041,746550,384041,104070,0.062,,42.5,0.08,0.8,0.1,0.39,,0.72,3,0.083,0.022,53,488960
2021-02-04,US,LA,,22,,,iso1:us#iso2:us-la,408995,9044,480390,4784172,800,,9793,1166,,1870,1361,336,,2760,746550,393389,115629,0.061,,43.3,0.08,0.79,0.1,0.4,,0.73,3,0.085,0.025,38,509982
