date,country,state,county,fips,lat,long,locationId,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.hospitalBeds.typicalUsageRate,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.icuBeds.typicalUsageRate,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.testPositivityRatio,metrics.testPositivityRatioDetails,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,metrics.icuHeadroomRatio,metrics.icuHeadroomDetails,metrics.icuCapacityRatio,riskLevels.overall,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered
2021-05-28,US,LA,,22,,,iso1:us#iso2:us-la,470685,10576,524407,6121966,800,,9392,273,,1830,1158,67,,354,3887140,1649610,1438154,0.031,,8.8,0.39,0.94,0.1,0.09,,0.63,1,0.355,0.309,6,3058019
2021-05-29,US,LA,,22,,,iso1:us#iso2:us-la,470685,10576,524587,6126306,800,,8880,264,,1822,1113,65,,0,3902740,1655316,1444242,0.031,,8.8,0.39,0.94,0.1,0.08,,0.61,1,0.356,0.311,0,3069547
2021-05-30,US,LA,,22,,,iso1:us#iso2:us-la,470685,10576,524787,6129570,800,,8654,257,,1817,1079,71,,0,3902740,1661309,1451205,0.031,,8.8,0.39,0.94,0.1,0.09,,0.59,1,0.357,0.312,0,3082438
2021-05-31,US,LA,,22,,,iso1:us#iso2:us-la,470685,10576,524996,6134489,800,,8672,271,,1813,1073,76,,0,,,,0.032,,7.0,0.49,0.94,0.1,0.09,,0.59,1,,,0,
2021-06-01,US,LA,,22,,,iso1:us#iso2:us-la,471663,10592,525254,6141544,800,,8989,294,,1836,1093,87,,978,3902740,1666297,1455285,0.035,,6.8,0.5,0.94,0.1,0.1,,0.6,1,0.358,0.313,16,3091340
2021-06-02,US,LA,,22,,,iso1:us#iso2:us-la,472304,10595,525500,6151284,800,,9316,393,,1871,1133,87,,641,3903910,1668440,1457418,0.034,,7.5,0.46,0.95,0.1,0.11,,0.61,1,0.359,0.314,3,3095398
2021-06-03,US,LA,,22,,,iso1:us#iso2:us-la,472617,10605,525727,6159864,800,,9514,289,,1873,1199,94,,313,3927440,1671678,1462006,0.033,,7.0,0.49,0.95,0.1,0.12,,0.64,1,0.36,0.314,10,3103075
2021-06-04,US,LA,,22,,,iso1:us#iso2:us-la,472981,10615,526024,6169111,800,,9475,277,,1867,1195,97,,364,3934500,1676024,1467057,0.033,,7.1,0.49,0.95,0.1,0.13,,0.64,1,0.361,0.316,10,3112365
2021-06-05,US,LA,,22,,,iso1:us#iso2:us-la,472981,10615,526189,6174741,800,,8990,273,,1859,1135,89,,0,3952070,1682001,1473551,0.032,,7.1,0.49,0.95,0.1,0.11,,0.61,1,0.362,0.317,0,3124501
2021-06-06,US,LA,,22,,,iso1:us#iso2:us-la,472981,10615,526412,6177998,800,,8758,265,,1852,1112,93,,0,3952070,1682190,1473697,0.032,,7.1,0.49,0.95,0.1,0.11,,0.6,1,0.362,0.317,0,3124589
2021-06-07,US,LA,,22,,,iso1:us#iso2:us-la,473777,10619,526667,6185506,800,,9032,297,,1865,1126,98,,796,3952070,1690689,1484189,0.032,,9.5,0.36,0.96,0.1,0.12,,0.6,1,0.364,0.319,4,3143283
2021-06-08,US,LA,,22,,,iso1:us#iso2:us-la,473879,10622,526896,6197904,800,,9496,284,,1892,1181,93,,102,3955630,1692663,1486603,0.028,,6.8,0.51,0.96,0.1,0.12,,0.62,1,0.364,0.32,3,3147407
2021-06-09,US,LA,,22,,,iso1:us#iso2:us-la,474653,10631,527105,6208031,800,,9649,279,,1880,1170,88,,774,3958640,1697128,1492062,0.028,,7.2,0.48,0.96,0.1,0.11,,0.62,1,0.365,0.321,9,3157002
2021-06-10,US,LA,,22,,,iso1:us#iso2:us-la,475126,10638,527361,6215970,800,,9662,280,,1875,1207,85,,473,3960420,1702116,1498902,0.028,,7.7,0.45,0.96,0.1,0.11,,0.64,1,0.366,0.322,7,3168577
2021-06-11,US,LA,,22,,,iso1:us#iso2:us-la,475354,10648,527626,6226232,800,,9510,260,,1868,1197,88,,228,3965880,1702171,1498958,0.027,,7.3,0.47,0.96,0.1,0.12,,0.64,1,0.366,0.322,10,3168604
2021-06-12,US,LA,,22,,,iso1:us#iso2:us-la,475354,10648,527797,6230168,800,,9022,275,,1866,1129,77,,0,3979160,1708278,1506158,0.028,,7.3,0.47,0.97,0.1,0.09,,0.61,1,0.367,0.324,0,3181695
2021-06-13,US,LA,,22,,,iso1:us#iso2:us-la,475354,10648,527920,6232546,800,,8833,288,,1856,1102,76,,0,3979160,1712992,1513114,0.027,,7.3,0.47,0.97,0.1,0.09,,0.59,1,0.368,0.325,0,3193220
2021-06-14,US,LA,,22,,,iso1:us#iso2:us-la,475908,10655,528136,6239764,800,,9059,294,,1853,1091,82,,554,3979160,1719063,1535782,0.026,,6.5,0.53,0.97,0.1,0.1,,0.59,1,0.37,0.33,7,3220731
2021-06-15,US,LA,,22,,,iso1:us#iso2:us-la,476467,10660,528401,6251198,800,,9421,291,,1862,1129,87,,559,3982070,1721162,1539268,0.027,,8.0,0.43,0.98,0.1,0.11,,0.61,1,0.37,0.331,5,3225937
2021-06-16,US,LA,,22,,,iso1:us#iso2:us-la,476792,10670,528676,6260968,800,,9631,285,,1859,1157,88,,325,3983850,1725705,1546253,0.029,,6.6,0.52,0.98,0.1,0.11,,0.62,1,0.371,0.333,10,3237207
2021-06-17,US,LA,,22,,,iso1:us#iso2:us-la,477127,10677,528900,6268030,800,,9453,272,,1837,1138,89,,335,3993450,1730099,1552326,0.029,,6.1,0.56,0.98,0.1,0.11,,0.62,1,0.372,0.334,7,3247015
2021-06-18,US,LA,,22,,,iso1:us#iso2:us-la,477453,10688,529107,6274905,800,,9305,250,,1837,1130,85,,326,4000840,1733740,1557517,0.03,,6.5,0.53,0.99,0.1,0.11,,0.62,1,0.373,0.335,11,3255498
2021-06-19,US,LA,,22,,,iso1:us#iso2:us-la,477453,10688,529265,6278703,800,,8783,229,,1826,1087,87,,0,4012140,1738221,1563653,0.029,,6.5,0.53,0.99,0.1,0.11,,0.6,1,0.374,0.336,0,3265742
2021-06-20,US,LA,,22,,,iso1:us#iso2:us-la,477453,10688,529352,6280670,800,,8635,229,,1821,1083,96,,0,4012140,1741105,1567966,0.029,,6.5,0.53,1.0,0.1,0.12,,0.59,1,0.375,0.337,0,3272827
2021-06-21,US,LA,,22,,,iso1:us#iso2:us-la,478139,10693,529526,6285590,800,,8802,246,,1824,1069,93,,686,4012140,1743718,1571377,0.029,,6.9,0.5,1.0,0.1,0.11,,0.59,1,0.375,0.338,5,3278754
2021-06-22,US,LA,,22,,,iso1:us#iso2:us-la,478464,10699,529765,6294530,800,,9198,257,,1831,1119,89,,325,4013040,1745077,1572948,0.031,,6.1,0.56,1.01,0.1,0.11,,0.61,1,0.375,0.338,6,3281534
2021-06-23,US,LA,,22,,,iso1:us#iso2:us-la,478946,10709,530032,6302465,800,,9457,263,,1834,1106,86,,482,4018000,1747816,1576299,0.032,,6.6,0.52,1.01,0.11,0.11,,0.6,1,0.376,0.339,10,3287166
2021-06-24,US,LA,,22,,,iso1:us#iso2:us-la,479311,10717,530251,6308321,800,,9503,275,,1847,1123,91,,365,4018520,1751835,1580796,0.032,,6.7,0.51,1.02,0.1,0.11,,0.61,1,0.377,0.34,8,3295157
2021-06-25,US,LA,,22,,,iso1:us#iso2:us-la,479521,10723,530308,6310390,800,,9461,261,,1848,1137,85,,210,4032580,1758345,1587874,0.033,,6.4,0.54,1.02,0.1,0.11,,0.62,1,0.378,0.342,6,3308560
2021-06-26,US,LA,,22,,,iso1:us#iso2:us-la,,10723,,,800,,9460,261,,1846,1137,85,,,4046840,1758564,1588216,,,,,,,0.11,,0.62,1,0.378,0.342,0,3308966
2021-06-27,US,LA,,22,,,iso1:us#iso2:us-la,,10723,,,800,,,,,,,,,,4046840,1762808,1595419,,,,,,,,,,1,0.379,0.343,0,3320189
2021-06-28,US,LA,,22,,,iso1:us#iso2:us-la,,,,,800,,,,,,,,,,,,,,,,,,,,,,1,,,,
